,Barridas ganadas,Intercepciones,Despejes,Despejes por alto,Regateado,Error que llevó al gol,Errores que terminan el disparo,Posesiones ganadas en el último tercio,Faltas cometidas,Barridas totales
5809,0,1,2,,0,,,,1,0
5810,0,0,2,,1,,,,1,0
5817,1,0,3,,0,,,,3,2
5820,0,0,0,,0,,,,1,0
5822,1,0,3,,1,,,,3,1
5824,0,1,1,,2,,,,1,0
5826,0,0,2,,0,,,,0,0
5830,2,0,4,,0,,,,1,2
5831,0,1,2,,0,,,,1,0
5837,0,0,0,,1,,,1,0,0
5838,1,0,1,,0,1,,,0,1
5840,2,0,7,,0,,,,2,2
5841,0,0,0,,0,,,,2,0
5842,0,1,1,,0,,,,0,0
5845,1,1,4,,0,,,,1,1
5852,1,2,3,,0,,,,2,2
5855,0,1,1,,0,,,,1,0
5856,2,1,2,,1,,,,1,3
5858,0,0,1,,0,,,,0,0
5861,0,0,0,,1,,,,0,0
5864,1,0,2,,0,,,,1,1
5866,4,0,3,,3,,,,1,5
5868,0,0,0,,0,,,,0,0
5879,2,0,0,,0,,,,0,3
5880,2,1,0,,0,,,,0,2
5881,1,3,3,,1,,1,,2,3
5883,2,2,3,,4,,,1,4,2
5884,1,0,1,,0,,,,0,1
5892,1,0,0,,1,,,,2,2
5897,0,0,5,,0,,,,0,0
5905,0,0,7,,2,,,,0,0
5907,1,1,3,,0,,,,1,1
5908,1,1,0,,2,,,,3,2
5913,2,0,1,,0,,,,1,2
5918,1,1,4,,0,,,,2,1
5919,1,1,6,,0,,,,1,2
5920,0,0,3,,0,,,,0,0
5921,1,1,2,,1,,,,0,1
5923,3,1,0,,0,,,,0,3
5924,0,1,3,,1,,,2,0,0
5927,1,0,5,,0,,1,1,0,2
5929,0,0,0,,0,,,,0,0
5934,0,0,3,,0,,,,3,0
5941,3,0,3,,2,,,,2,3
5944,1,0,1,,1,,,,0,1
5947,0,0,5,,0,,,,1,0
5950,1,0,12,,0,,,,1,1
5954,1,1,5,,1,,,1,1,1
5957,1,2,4,,2,,,,1,1
5960,0,2,3,,0,,,1,1,0
5961,1,2,14,,0,,,,2,2
5963,1,2,2,,0,,,,1,1
5966,2,3,5,,4,,,1,0,4
5967,0,0,0,,0,,,,1,0
5973,1,1,4,,0,,,,0,1
5976,0,2,0,,0,,,,0,0
5978,0,0,0,,0,,,,0,0
5980,2,0,10,,0,,,,3,2
5982,0,2,4,,0,,,,0,0
5983,0,3,1,,0,,,,0,0
5990,1,5,4,,2,,,,1,2
5991,0,0,1,,0,,,,1,0
5994,0,2,3,,0,,,,2,0
5995,0,0,4,,0,,,,2,0
5996,9,1,1,,1,,,,2,11
5997,1,1,3,,2,,,,1,1
6003,0,0,0,,0,,,,1,0
6010,1,1,8,,0,,,,0,1
6018,0,2,2,,0,,,,1,0
6019,0,2,3,,1,,,,2,0
6020,0,1,2,,0,,,,0,0
6021,1,0,1,,1,,,,1,1
6022,0,0,4,,0,,,,0,0
6023,2,1,4,,2,,,,3,3
6027,0,0,2,,1,,1,,1,0
6028,0,0,2,,0,,,,2,0
6039,1,0,5,,1,,,,0,1
6041,0,0,2,,1,,,,1,0
6043,3,0,1,,1,,,,1,3
6044,1,1,3,,1,,,,2,1
6060,0,0,0,,0,,,,0,0
6061,1,0,8,,0,,,,0,3
6064,2,2,3,,1,,,,2,3
6065,1,1,4,,0,,,1,1,2
6066,0,1,2,,0,,,,0,0
6070,0,2,5,,1,,,,1,0
6071,2,2,2,,3,,,,3,4
6073,0,0,1,,0,,,,3,0
6081,0,1,3,,0,,,,1,0
6084,3,1,8,,0,,,,0,4
6088,3,0,1,,0,,,,1,4
6089,1,0,1,,1,,,,1,1
6094,0,2,5,,0,,,,0,0
6095,1,0,16,,0,,,,1,2
6102,0,0,0,,0,,,,3,0
6104,1,1,1,,2,,,,0,1
6110,1,2,5,,1,,,,0,1
6113,0,0,9,,0,,,,0,0
6114,3,1,8,,0,,,,0,4
6120,0,0,1,,0,,,,3,0
6125,0,2,9,,0,,,,0,0
6126,2,3,3,,0,,,1,0,2
6127,1,0,4,,0,,,1,1,1
6129,0,0,1,,1,,,,1,0
6132,0,0,0,,0,,,,0,0
6133,0,0,1,,0,,,,0,0
6138,0,0,1,,1,,,,0,0
6140,1,1,5,,0,,,,0,2
6141,2,1,0,,0,,,1,2,3
6152,1,1,3,,1,,,,3,2
6154,3,2,2,,1,,,,2,4
6157,0,1,2,,0,,,1,2,0
6159,0,0,3,,0,,,,0,0
6160,2,3,0,,0,,,,0,2
6162,0,0,2,,0,,,,0,0
6163,0,0,0,,0,,,,0,0
6164,0,1,0,,0,,,,0,0
6168,0,0,1,,1,,,,0,0
6171,2,1,9,,0,,,,0,3
6176,2,1,1,,0,,,,0,3
6177,3,4,2,,1,,,,2,4
6179,0,0,0,,4,,,,1,0
6180,1,1,1,,0,,,,2,4
6184,1,1,3,,0,,,,0,3
6192,3,0,1,,0,1,,,1,4
6193,0,0,3,,0,1,,,0,0
6194,1,2,2,,0,,,,1,1
6199,1,0,1,,0,,,,1,1
6205,1,2,5,,0,,,,1,1
6206,0,0,4,,0,,,,0,0
6207,2,1,1,,0,,,,0,2
6208,1,0,3,,0,,,,0,1
6212,1,2,3,,0,,,,1,2
6214,1,0,0,,0,,,1,0,1
6222,0,1,1,,1,,,,2,0
6223,0,0,1,,0,,,,0,0
6224,1,2,2,,0,,,,0,1
6227,0,0,1,,0,,,,0,0
6233,0,0,2,,1,,,,1,0
6236,0,1,3,,0,,,,0,0
6238,0,0,2,,0,,,,0,0
6240,0,2,7,,0,,,,0,0
6243,0,1,4,,0,,,,0,0
6246,0,1,3,,0,,,,0,0
6248,1,0,3,,2,,,,0,2
6249,1,1,7,,0,,,,2,1
6254,1,0,1,,0,,,,0,2
6259,2,1,0,,2,,,,1,3
6268,0,1,6,,2,,,,0,0
6270,0,2,1,,0,,,,2,0
6273,2,1,7,,1,,,,1,2
6276,1,0,1,,1,,,,0,1
6277,2,1,2,,1,,,,2,5
6278,0,0,3,,0,,,,1,0
6286,0,3,3,,2,,,,2,0
6289,2,0,3,,0,,,,0,2
6295,1,1,2,,0,,,,1,2
6296,0,0,2,,0,,,,0,0
6298,1,0,3,,0,,,,0,1
6300,0,0,0,,0,,,,0,0
6302,1,1,7,,0,,,,0,1
6304,0,1,3,,0,,,,0,0
6308,1,0,1,,0,,,,1,1
6313,0,0,0,,0,,,,0,0
6315,2,1,7,,0,,1,,1,3
6316,1,0,0,,1,,,,1,3
6317,0,0,4,,0,,,,0,0
6320,0,0,0,,0,,,,0,0
6321,2,0,4,,0,,,,0,2
6322,0,0,4,,0,,,,0,0
6323,1,0,0,,0,,,1,0,2
6324,0,0,0,,0,,,,0,0
6325,3,2,4,,1,,,,1,4
6326,2,1,3,,1,,,,0,2
6332,0,1,4,,0,,,,0,0
6337,0,1,8,,1,,,,1,0
6339,1,2,4,,0,,,,1,2
6342,1,1,0,,1,,,,1,2
6343,1,0,1,,0,,,,2,1
6351,0,0,4,,0,,,,1,0
6356,0,0,2,,0,,,,1,0
6358,3,5,3,,1,,,,2,3
6360,2,0,11,,0,,,,0,3
6367,0,0,2,,0,,,,1,0
6371,1,1,8,,0,,,,0,2
6373,0,0,0,,1,,,,0,0
6374,1,0,2,,1,,,,0,1
6375,2,2,5,,1,,,,1,3
6383,4,4,4,,1,,,,1,4
6386,2,2,2,,1,,,1,4,3
6389,0,1,4,,0,,,,0,0
6392,0,0,2,,1,,,,1,0
6399,1,1,0,,1,,,1,0,1
6401,0,0,1,,0,,,,1,0
6402,0,0,0,,0,,,,0,0
6404,1,1,1,,0,,,,1,2
6408,5,0,3,,2,,,,0,7
6409,0,1,7,,1,,,,1,0
6410,0,0,2,,1,,,,0,0
6412,1,1,7,,1,,,,0,2
6417,1,0,3,,0,,,,0,2
6418,1,0,0,,0,,,,0,1
6419,0,2,5,,1,,,,1,0
6421,1,1,7,,1,,,,1,1
6425,0,1,1,,0,,,,0,0
6427,1,1,6,,1,,,,0,2
6429,0,1,3,,0,,,,1,0
6432,1,1,6,,0,,,,1,2
6436,5,1,5,,2,,,,2,6
6438,0,0,2,,0,,,,0,0
6442,3,4,3,,0,,,,1,5
6451,0,0,7,,0,,,,1,0
6453,4,1,2,,0,,,2,1,8
6457,1,0,2,,0,,,,1,1
6461,0,0,0,,0,,,,0,0
6464,0,2,10,,0,,,,0,0
6465,3,2,6,,2,,,,0,4
6475,2,2,3,,0,,,,0,3
6476,0,0,3,,0,,,,1,0
6480,0,0,0,,0,,,,3,0
6482,0,0,3,,0,,,,0,0
6485,1,1,0,,1,,,,1,2
6488,0,0,14,,0,,,,1,0
6490,3,3,8,,0,,,,0,3
6493,0,0,1,,0,,,,0,0
6495,0,1,16,,0,,,,1,0
6496,1,1,8,,0,,,,3,3
6499,0,0,3,,1,,,,2,0
6500,0,2,5,,0,,,,2,0
6501,1,1,4,,2,,,,1,2
6503,2,0,3,,1,,,,4,2
6514,0,1,0,,1,,,,0,0
6515,0,4,3,,0,,,1,0,0
6522,0,0,7,,0,,,,0,0
6523,0,0,8,,0,,,,1,0
6524,3,3,7,,0,,,,0,5
6527,2,0,10,,0,,,,1,2
6534,6,1,4,,0,,,1,3,6
6535,2,1,2,,0,,,,0,3
6536,0,0,3,,0,,,,0,0
6539,3,0,2,,0,,,,0,3
6549,1,0,3,,0,,,,2,1
6550,0,0,1,,0,,,,1,0
6552,2,1,3,,0,,,,1,2
6556,2,0,0,,0,,,,0,2
6557,0,2,1,,1,,,,0,0
6560,2,0,1,,0,,,,0,3
6561,0,2,3,,0,,,,0,0
6567,1,1,4,,0,,,,0,1
6572,0,1,11,,0,,,,0,0
6573,2,3,1,,2,,,2,2,2
6575,1,0,1,,0,,,,0,1
6576,0,0,1,,1,,,,0,0
6581,0,0,1,,0,,,,0,0
6585,0,4,5,,2,,,,1,0
6586,0,0,1,,0,,,,0,0
6590,2,0,2,,3,,,,1,3
6591,4,0,5,,2,,,,2,5
6593,2,2,2,,1,,,,2,4
6594,1,4,6,,1,,,,0,2
6595,1,0,5,,1,,,,0,2
6608,1,1,3,,1,,,,1,4
6610,3,0,6,,0,,,,0,3
6612,0,3,2,,0,,,,2,0
6613,0,1,3,,1,,,,1,0
6614,1,0,2,,0,,,,2,1
6615,1,0,3,,0,,,,0,4
6616,3,1,2,,0,,,,1,5
6618,1,0,0,,0,,,,0,1
6629,0,0,0,,0,,,,0,0
6631,0,0,0,,0,,,1,0,0
6638,0,0,1,,0,,,,1,0
6639,1,0,5,,0,,,,0,3
6643,1,1,4,,0,,,,2,1
6651,0,0,4,,0,,,,0,0
6652,0,0,1,,0,,,,0,0
6656,1,0,5,,1,,,,0,2
6660,2,0,1,,1,,,,0,3
6661,1,0,12,,0,,,,0,1
6662,2,1,3,,1,,,,1,2
6663,0,1,4,,1,,,,0,0
6664,0,0,11,,0,,,,1,0
6668,2,1,2,,0,,,,1,2
6670,1,3,4,,0,,,,0,1
6671,2,2,3,,1,,,,1,2
6674,1,0,4,,1,,,,0,1
6686,0,0,3,,0,,,,2,0
6688,0,0,1,,1,,,,1,0
6689,2,2,3,,1,,,,1,2
6692,0,0,2,,0,,,,3,0
6696,1,2,3,,2,,,1,1,2
6698,0,0,5,,0,,,,1,0
6702,0,0,0,,0,,,,0,0
6703,0,0,0,,0,,,,1,0
6704,1,1,1,,0,,,,0,1
6706,3,0,2,,0,,,,0,3
6714,1,2,6,,0,,,,0,2
6721,0,1,0,,0,,,,0,0
6722,2,0,1,,0,,,,0,2
6724,2,1,4,,0,,,,1,2
6725,2,1,6,,0,,,,2,2
6730,1,0,3,,0,,1,,0,3
6741,2,0,11,,0,,,,0,2
6743,1,2,17,,0,,,,2,2
6745,2,1,10,,0,,,1,0,3
6748,2,0,6,,0,,,,4,3
6750,3,0,3,,1,,,,0,5
6752,0,1,10,,0,,,,3,0
6753,0,0,0,,1,,,,0,0
6754,1,0,0,,0,,,,1,2
6755,0,1,2,,0,,,,0,0
6759,2,4,9,,0,,,,4,4
6763,0,1,6,,0,,,,1,0
6766,1,1,1,,0,,,,0,1
6767,1,2,2,,3,,,,0,3
6770,0,2,4,,0,,,1,1,0
6771,0,1,9,,0,,1,1,3,0
6784,1,1,1,,2,,,,2,1
6786,0,1,0,,3,,,,4,0
6787,0,0,4,,0,,,,3,0
6789,2,0,1,,2,,,,0,2
6792,0,0,1,,0,,,,0,0
6795,0,1,0,,0,,,,1,0
6796,0,0,1,,0,,,,1,0
6802,1,1,3,,1,,,1,1,2
6803,1,1,2,,0,,,,0,2
6804,2,0,1,,0,,,,1,3
6806,0,0,0,,0,,,1,0,0
6807,1,0,0,,0,,,,0,2
6809,1,0,3,,0,,,,0,1
6812,3,1,2,,1,,,,0,4
6820,0,0,2,,0,,,,0,0
6822,0,0,8,,0,,,,0,0
6823,0,0,0,,0,,,1,0,0
6824,0,1,0,,2,,,,1,0
6826,0,2,10,,0,,,,0,0
6827,1,0,0,,0,,,,3,1
6828,1,0,1,,1,,,,0,1
6835,2,3,4,,2,,,1,1,4
6838,3,2,6,,0,,,,2,3
6839,1,1,9,,0,,,,0,2
6841,0,1,14,,0,,,,3,0
6842,2,1,4,,1,,,,2,3
6844,3,1,5,,0,,,,2,3
6846,1,0,4,,2,,,1,1,1
6850,3,1,2,,0,,,,1,4
6855,1,0,2,,0,,,,0,1
6857,0,1,1,,0,1,,,0,0
6858,0,0,0,,0,,,,0,0
6860,0,2,2,,0,,,,2,0
6861,2,0,2,,0,,,,2,3
6866,1,1,4,,0,,,,0,2
6870,5,0,6,,0,,,,3,6
6873,0,0,2,,1,,,1,3,0
6874,0,1,12,,0,,,,2,0
6876,0,0,1,,0,,,,1,0
6880,2,2,2,,1,,,1,0,2
6882,1,2,6,,1,,,2,0,1
6889,0,1,5,,0,,,1,2,0
6890,2,1,4,,1,,,,2,2
6898,2,2,1,,1,,1,,1,2
6907,0,1,1,,0,,,,0,0
6909,3,1,5,,0,,,,0,4
6910,1,2,1,,0,,,,1,2
6911,0,1,8,,0,,,,2,0
6915,1,0,0,,2,,,,0,1
6918,0,1,5,,0,,1,,2,0
6925,1,3,7,,0,,,1,0,1
6928,1,0,3,,0,,,,0,2
6930,0,3,2,,0,,,,2,0
6932,0,0,4,,0,,,,2,0
6934,2,1,5,,1,,,,1,5
6937,0,0,1,,0,,,,0,0
6938,3,2,0,,0,,,,1,3
6940,0,0,0,,0,,,,1,0
6946,0,0,2,,0,,,1,1,0
6952,0,0,0,,2,,,,1,0
6953,0,0,1,,0,,,,2,0
6959,1,0,5,,3,,,,0,2
6969,2,1,3,,2,,,,0,2
6970,1,0,0,,0,,,,0,1
6971,1,0,9,,0,,,,0,2
6974,0,0,0,,0,,1,,2,0
6975,1,3,5,,2,1,,,1,1
6976,0,1,7,,0,,,,0,0
6987,0,0,6,,0,,,,0,0
6990,3,1,6,,1,,,,0,3
6991,1,1,5,,0,,,,2,1
6996,0,1,5,,0,,,,2,0
6997,1,0,4,,0,,,,2,1
6998,1,1,0,,1,,,,1,1
6999,1,1,1,,0,,,,1,2
7005,0,1,3,,0,,,,1,0
7007,0,0,1,,0,,,,0,0
7009,0,0,3,,2,,,,1,0
7011,0,0,11,,1,,,,1,0
7012,1,0,5,,0,,,,0,1
7014,2,0,2,,0,,,,3,2
7021,0,0,0,,0,,,,1,0
7027,1,0,11,,1,,,,2,1
7028,1,0,1,,0,,,,2,1
7029,2,1,1,,1,,,,3,4
7032,0,0,1,,0,,,,0,0
7037,0,0,1,,0,,,,0,0
7039,0,1,1,,0,,,,0,0
7043,1,0,4,,0,,,,0,1
7047,0,0,10,,1,,,,1,0
7051,0,0,8,,0,,,,1,0
7052,0,0,5,,1,,,,1,0
7054,1,0,2,,3,,,,1,2
7057,0,0,0,,0,,,,0,0
7058,2,0,3,,0,,,,1,3
7060,0,0,4,,0,,,,1,0
7064,0,0,0,,1,,,,0,0
7065,1,0,2,,0,,,,0,1
7069,2,1,4,,2,,,,3,3
7071,0,1,0,,0,,,,0,0
7074,0,0,0,,1,,,,4,0
7078,2,2,6,,0,,,,0,2
7081,0,1,2,,2,,,,0,0
7082,0,0,6,,0,,,,0,0
7087,0,0,0,,0,,,,1,0
7091,1,0,0,,1,,,,1,1
7093,2,0,4,,1,,,,1,2
7095,0,0,4,,1,,,,0,0
7101,0,0,0,,1,,,,0,0
7102,0,0,0,,0,,,,0,0
7103,0,0,0,,0,,,,0,0
7104,1,3,2,,2,,,1,0,3
7105,0,2,5,,1,,,,1,0
7108,1,1,7,,0,,,,1,1
7112,0,2,13,,0,,,,2,0
7114,1,3,0,,0,,,,0,1
7116,2,2,1,,0,,,1,0,3
7117,1,1,4,,1,,,,0,2
7121,0,1,3,,0,,1,,1,0
7127,6,5,8,,1,,,,1,8
7131,3,1,3,,0,,,,0,5
7138,1,1,7,,1,,,,2,1
7142,1,1,4,,1,,,,0,1
7149,0,0,0,,0,,,,0,0
7150,2,1,1,,0,,,,1,2
7154,0,1,1,,0,,,,0,0
7157,1,2,3,,0,,1,,1,3
7160,3,0,0,,0,,1,,1,4
7161,0,0,3,,0,,,,0,0
7165,0,0,2,,0,,,,0,0
7166,0,2,1,,0,,,,0,0
7170,0,0,1,,0,,,,0,0
7174,1,1,4,,0,,,,2,1
7177,0,0,5,,0,,,,0,0
7179,1,0,7,,0,,,,1,1
7182,0,0,2,,1,,,,1,0
7185,0,0,3,,0,,,,0,0
7190,3,0,2,,0,,,,1,3
7192,1,0,2,,1,,,,1,1
7193,1,3,8,,1,,,,2,2
7195,0,0,0,,0,,,,0,0
7196,0,0,1,,0,,,,0,0
7200,0,0,0,,0,,,,0,0
7201,0,0,5,,1,,,,1,0
7207,1,1,3,,1,,,,0,1
7208,0,1,1,,0,,,,1,0
7214,1,3,1,,1,,,,1,1
7218,1,1,0,,1,,,,1,2
7223,1,0,2,,1,,,,2,1
7224,2,1,4,,0,,,,0,3
7227,0,0,0,,0,,,,0,0
7229,0,0,9,,0,,,,1,0
7230,0,1,0,,0,,,,0,0
7235,0,1,1,,1,,,,1,0
7236,1,0,9,,0,,1,,0,2
7239,0,0,1,,0,,,,0,0
7246,0,0,0,,2,,,,1,0
7247,0,2,0,,0,,,,3,0
7251,5,3,4,,3,,,,2,9
7253,2,2,0,,1,,,,0,3
7255,1,1,3,,1,,,,1,3
7261,0,1,2,,2,,,,0,0
7269,1,4,2,,1,,,,4,2
7270,1,1,0,,0,,,,0,4
7273,0,1,2,,0,,,1,1,0
7275,0,1,2,,1,,,,2,0
7282,1,1,2,,0,,,,0,2
7285,0,1,4,,0,,,,0,0
7287,0,1,4,,1,,,,0,0
7292,1,2,10,,0,,,,2,1
7294,1,1,0,,3,,1,,0,3
7300,2,0,9,,0,,,,3,2
7301,2,2,4,,0,,,,0,3
7305,0,0,1,,0,,,,0,0
7307,1,0,5,,0,,,,1,2
7310,1,1,4,,0,,,,0,1
7313,4,3,4,,1,,,,0,7
7318,5,2,2,,5,,,,0,6
7321,0,0,4,,0,,,,1,0
7322,1,0,2,,0,,,,2,1
7323,0,1,0,,0,,,,0,0
7327,1,2,0,,0,,,1,0,1
7331,2,1,2,,0,,,,1,2
7333,1,0,0,,0,,,2,0,1
7336,0,0,0,,0,,,,1,0
7337,0,0,0,,0,,,,1,0
7341,0,2,6,,0,,,,0,0
7346,1,4,6,,1,,,,1,1
7347,0,0,4,,0,,,,0,0
7348,0,0,1,,0,,,,0,0
7349,0,1,4,,0,,,,1,0
7350,0,0,0,,0,,,,0,0
7351,1,1,1,,0,,,,1,1
7352,1,0,1,,0,,1,,0,1
7353,0,0,11,,0,,,,0,0
7359,2,2,5,,1,,,,1,5
7360,1,0,9,,1,,,,0,1
7365,0,3,11,,2,,,,2,0
7368,0,0,3,,0,,,,3,0
7369,1,1,3,,0,,,,1,3
7377,5,0,10,,1,,,,2,7
7380,1,0,1,,0,,,,0,1
7381,0,0,16,,0,,,,0,0
7386,2,1,7,,3,,,1,4,2
7389,0,1,1,,2,,,,0,0
7391,1,6,6,,0,,,,4,3
7392,0,2,9,,0,,,,2,0
7394,0,0,3,,0,,,,0,0
7395,2,1,4,,0,,,,1,5
7399,4,1,7,,2,,,,2,6
7401,0,0,10,,0,,,,1,0
7402,2,0,2,,1,,,,0,2
7404,2,1,8,,2,,,,2,3
7412,1,0,2,,1,,,,0,1
7413,0,1,0,,2,,,,0,0
7414,0,1,1,,0,,,,0,0
7421,0,1,5,,1,,,,2,0
7430,0,1,6,,0,,,,1,0
7431,2,0,6,,1,,,,2,2
7436,4,0,0,,3,,,,0,4
7439,1,2,5,,0,,,,0,1
7441,2,2,2,,0,,,1,1,2
7443,1,5,6,,0,,,,0,1
7444,0,1,3,,0,,1,,0,0
7454,4,3,3,,0,,,,0,7
7456,0,1,1,,1,,,,2,0
7458,2,3,7,,0,,,,2,3
7459,0,1,2,,0,,,,0,0
7460,0,0,4,,0,,,,0,0
7461,1,0,1,,1,,,,3,2
7463,1,2,0,,1,,,,1,1
7471,3,1,1,,0,,,,0,3
7472,0,0,0,,0,,,,0,0
7475,2,2,12,,0,,,,1,2
7479,2,1,0,,1,,,,1,2
7483,0,1,4,,1,,,,1,0
7489,0,0,8,,0,,1,,2,0
7493,2,1,1,,1,,,,1,3
7494,0,2,1,,1,,,,1,0
7495,2,1,1,,0,,,,0,2
7501,2,2,1,,0,,,,1,2
7502,2,0,5,,0,,,1,1,3
7504,0,1,5,,2,,,,2,0
7512,1,1,6,,5,,,,3,2
7518,0,1,5,,0,,,,1,0
7519,1,0,2,,0,,,,0,5
7522,1,1,3,,0,,,,0,1
7524,0,1,6,,2,,,,0,0
7528,2,1,2,,0,,,1,0,2
7529,1,1,8,,0,,,,0,2
7534,2,1,7,,0,,,,0,2
7535,0,0,0,,0,,,,0,0
7536,0,0,1,,0,1,,,0,0
7538,1,0,2,,0,,,,1,2
7543,1,0,1,,0,,,,0,1
7544,0,0,3,,0,,,,0,0
7545,2,0,1,,1,,,,2,2
7548,0,0,4,,0,,,,1,0
7553,0,0,4,,0,,,1,1,0
7554,0,0,3,,1,,,,3,0
7557,2,0,6,,0,,,,0,3
7564,1,2,2,,0,,1,,1,2
7565,1,2,2,,0,,,,2,2
7575,0,1,11,,2,,,,2,0
7577,0,0,0,,0,,,,0,0
7581,1,0,1,,0,,,,1,2
7584,2,2,10,,1,,,,0,3
7588,1,1,1,,2,,,1,2,1
7593,1,0,7,,0,,,,1,1
7595,2,1,4,,0,,,,0,3
7596,1,1,3,,0,,,,2,1
7598,1,2,5,,0,,,,1,2
7600,0,2,11,,0,,,,1,0
7608,0,0,1,,2,,,,2,0
7609,0,4,15,,1,,,,3,0
7610,1,1,0,,1,,,,1,4
7612,0,1,0,,0,,,,1,0
7615,2,0,2,,0,,,,0,2
7617,0,2,2,,1,,,,1,0
7619,0,0,0,,0,,,,0,0
7624,0,1,7,,0,,,,1,0
7626,0,2,4,,1,,,,1,0
7627,0,2,5,,0,,,,3,0
7631,1,2,4,,1,,,1,0,2
7634,0,0,3,,1,,,,0,0
7638,2,0,6,,0,,,,1,2
7640,0,4,3,,0,,,,2,0
7643,0,1,0,,0,,,,0,0
7644,0,1,0,,0,,,,0,0
7647,3,1,5,,0,,,1,1,3
7650,1,0,1,,1,,,1,2,1
7660,1,0,1,,1,,,,5,3
7661,0,0,0,,0,,,,0,0
7662,1,0,2,,0,,,,0,1
7665,2,0,2,,0,,,,1,4
7667,0,1,11,,0,,,,2,0
7668,0,0,0,,0,,,,0,0
7669,2,1,13,,0,,,,0,3
7670,0,0,1,,1,,,1,0,0
7671,1,0,1,,0,,,,1,3
7673,1,2,8,,2,,,,3,1
7676,3,1,4,,1,,1,,1,4
7679,0,0,3,,1,,1,1,3,0
7680,1,1,11,,1,,,,1,1
7684,0,0,0,,0,,,,0,0
7687,0,0,5,,2,,,,1,0
7694,1,0,8,,1,,,,0,2
7696,1,3,5,,1,,,,1,1
7698,0,0,2,,0,,,,0,0
7700,0,0,1,,1,,,,3,0
7701,0,0,1,,0,,,,0,0
7703,3,1,0,,2,,,,1,4
7707,0,0,0,,0,,,,0,0
7716,0,1,0,,1,,,2,1,0
7721,1,2,4,,2,,,,1,3
7722,0,0,3,,0,,,,0,0
7724,0,2,0,,1,,,1,0,0
7725,0,0,0,,0,,,1,0,0
7730,0,1,1,,0,,,,0,0
7731,1,1,1,,0,,,,0,1
7732,1,0,0,,1,,,,0,1
7734,1,1,2,,1,,,,0,1
7737,3,2,3,,1,,,,1,5
7739,2,1,3,,0,,,,0,2
7740,0,0,2,,0,,,,1,0
7743,1,3,3,,1,,,,0,2
7746,0,0,3,,0,,,,1,0
7757,0,0,3,,0,,,,0,0
7758,1,1,0,,2,,,,1,3
7766,2,0,3,,0,,,,1,2
7767,1,3,7,,0,,,,1,3
7768,1,0,1,,1,,,1,0,1
7778,0,0,0,,3,,,,0,0
7779,1,1,5,,1,,1,,0,2
7781,2,3,6,,2,,,1,3,3
7782,0,2,4,,0,,,,2,0
7783,4,2,7,,0,,,,0,5
7786,0,1,2,,2,,,,0,0
7789,2,0,5,,0,,,,4,2
7790,0,0,2,,0,,,,0,0
7795,0,1,3,,0,,,,0,0
7796,0,0,1,,0,,,,0,0
7802,0,0,7,,0,,,,0,0
7808,0,3,5,,1,,1,,0,0
7811,2,1,2,,0,,,,1,2
7812,1,0,6,,0,,,,1,1
7818,5,0,1,,1,,,,0,5
7826,0,0,0,,0,,,,1,0
7830,2,2,2,,2,,,,1,5
7831,1,0,1,,0,,,1,1,2
7832,1,1,7,,1,,,,0,2
7834,0,0,1,,1,,,,1,0
7835,4,0,2,,0,,,,0,5
7836,0,0,3,,0,,,,0,0
7843,1,2,3,,2,,,,1,1
7845,2,1,4,,1,,,,2,3
7846,1,1,5,,0,,,1,1,1
7849,1,0,4,,0,,,,2,1
7851,1,0,1,,0,,,,1,1
7852,0,0,8,,3,1,,1,0,0
7859,2,0,4,,0,,,,1,3
7862,1,1,5,,0,,,,1,2
7864,0,1,2,,1,,,,0,0
7868,0,1,3,,1,,,,1,0
7869,1,3,11,,1,,,,1,1
7873,1,3,2,,4,,,,1,1
7874,0,0,1,,2,,,,1,0
7882,2,0,0,,0,,,,0,2
7883,2,2,5,,2,,,,3,3
7884,0,0,0,,1,,,,3,0
7892,0,0,4,,0,,,,0,0
7894,0,0,2,,0,,,,0,0
7897,0,1,1,,0,,,,3,0
7901,0,0,0,,0,,,,0,0
7902,0,0,1,,0,,,,0,0
7903,0,1,7,,0,,,,0,0
7907,1,1,3,,0,,1,,1,1
7908,0,1,9,,0,,,,0,0
7915,0,1,7,,0,,,,1,0
7917,1,0,8,,0,,,,1,1
7921,2,1,3,,0,,,1,1,2
7924,5,2,5,,1,,,1,2,5
7929,4,0,4,,0,,,,1,5
7933,0,0,2,,0,,,,0,0
7934,1,1,3,,0,,,,1,1
7936,2,0,0,,0,,,,1,3
7940,1,2,6,,0,,,,1,1
7945,0,0,7,,0,,,,0,0
7951,2,2,8,,0,,,,0,2
7952,0,0,9,,0,,,,2,0
7953,0,2,10,,0,,,,0,0
7954,3,2,3,,1,,,,0,4
7957,0,0,0,,0,,,,0,0
7961,0,1,4,,0,,,,0,0
7962,1,1,2,,1,,,1,1,2
7964,0,1,4,,0,,1,,1,0
7968,3,2,11,,0,,,,3,6
7972,2,0,0,,0,,,1,0,2
7977,0,1,1,,0,,,,0,0
7978,0,0,1,,0,,,,0,0
7984,1,0,2,,3,,,,4,2
7985,0,1,0,,0,,,,2,0
7991,3,1,1,,1,,,1,0,5
7992,1,1,2,,0,,,,1,1
7998,1,0,0,,2,,,1,1,3
8002,2,4,2,,1,,,,1,3
8003,0,0,0,,0,,,,2,0
8004,0,1,1,,0,,1,,0,0
8008,0,0,0,,0,,,,1,0
8013,0,1,10,,0,,,,0,0
